lambda,alpha0,alpha1,alpha2,iteration
0.025,0.1226,0.1288,0.2875,4
0.025,0.1211,0.128,0.2802,4
0.025,0.1177,0.125,0.2795,4
0.025,0.1222,0.1363,0.2944,4
0.025,0.118,0.1293,0.2844,4
0.025,0.1205,0.1327,0.2861,4
0.025,0.1236,0.1363,0.2852,4
0.025,0.126,0.1411,0.2923,4
0.025,0.1282,0.1472,0.2954,4
0.025,0.1298,0.1483,0.2924,4
0.025,0.129,0.1466,0.2844,4
0.025,0.1316,0.1536,0.2966,4
0.025,0.1299,0.1536,0.2962,4
0.025,0.1363,0.1604,0.302,4
0.025,0.1382,0.1641,0.2996,4
0.025,0.1333,0.1547,0.2923,4
0.025,0.1382,0.1626,0.3033,4
0.025,0.1369,0.1608,0.2972,4
0.025,0.1397,0.1665,0.3032,4
0.025,0.1432,0.1697,0.3028,4
0.025,0.1371,0.1642,0.2931,4
0.025,0.1455,0.1819,0.3171,4
0.025,0.1427,0.1791,0.3074,4
0.025,0.1509,0.1886,0.32,4
0.025,0.1481,0.1847,0.3099,4
0.025,0.1487,0.1846,0.3083,4
0.025,0.1506,0.1847,0.3052,4
0.025,0.153,0.1913,0.3187,4
0.025,0.15,0.1882,0.3089,4
0.025,0.1593,0.2011,0.3161,4
0.025,0.1555,0.1971,0.3164,4
0.025,0.1515,0.192,0.3069,4
0.025,0.1592,0.2055,0.3223,4
0.025,0.1527,0.195,0.3033,4
0.025,0.1556,0.2012,0.305,4
0.025,0.1623,0.2142,0.3181,4
0.025,0.1613,0.2129,0.3149,4
0.025,0.1619,0.2141,0.3167,4
0.025,0.1608,0.2115,0.3132,4
0.025,0.1678,0.2188,0.3198,4
0.025,0.1697,0.2211,0.3212,4
0.025,0.1685,0.2203,0.3226,4
0.025,0.1668,0.2162,0.3143,4
0.025,0.1716,0.2241,0.326,4
0.025,0.1711,0.2253,0.3286,4
0.025,0.1734,0.2238,0.3165,4
0.025,0.1799,0.2338,0.331,4
0.025,0.1814,0.2344,0.3245,4
0.025,0.176,0.2269,0.3059,4
0.025,0.1798,0.2351,0.3175,4
0.025,0.1831,0.2388,0.3172,4
0.025,0.1858,0.2429,0.3146,4
0.025,0.95,0.1,0.9,5
0.025,0.9259,0.0983,0.8826,5
0.025,0.899,0.0916,0.8652,5
0.025,0.8666,0.0774,0.8474,5
0.025,0.826,0.0479,0.8257,5
0.025,0.7579,0.0,0.778,5
0.025,0.6661,0.0,0.7081,5
0.025,0.6219,0.0,0.6796,5
0.025,0.6061,0.0022,0.6526,5
0.025,0.5925,0.0013,0.6225,5
0.025,0.5892,0.0017,0.6128,5
0.025,0.5774,0.0,0.5824,5
0.025,0.5622,0.0007,0.5509,5
0.025,0.553,0.0072,0.5196,5
0.025,0.5414,0.0029,0.4843,5
0.025,0.5341,0.007,0.4508,5
0.025,0.5226,0.0035,0.4159,5
0.025,0.5156,0.0086,0.3737,5
0.025,0.5075,0.0096,0.3288,5
0.025,0.4982,0.0119,0.2857,5
0.025,0.4955,0.0127,0.266,5
0.025,0.4843,0.0063,0.2167,5
0.025,0.4756,0.0068,0.1749,5
0.025,0.463,0.0007,0.1279,5
0.025,0.4524,0.008,0.092,5
0.025,0.4447,0.015,0.055,5
0.025,0.4345,0.0145,0.0271,5
0.025,0.4229,0.0115,0.0,5
0.025,0.4224,0.0242,0.0003,5
0.025,0.409,0.0118,0.0,5
0.025,0.4027,0.007,0.0,5
0.025,0.4007,0.0171,0.0003,5
0.025,0.3937,0.0197,0.0,5
0.025,0.3873,0.0209,0.0003,5
0.025,0.3853,0.0309,0.0005,5
0.025,0.3754,0.029,0.0002,5
0.025,0.3789,0.0412,0.0014,5
0.025,0.3707,0.0376,0.0005,5
0.025,0.3621,0.0334,0.0002,5
0.025,0.3583,0.0337,0.0003,5
0.025,0.3576,0.0361,0.0,5
0.025,0.3517,0.033,0.0,5
0.025,0.3488,0.0404,0.0,5
0.025,0.3549,0.0536,0.0,5
0.025,0.3527,0.0553,0.0009,5
0.025,0.3458,0.0527,0.0014,5
0.025,0.3401,0.0514,0.0004,5
0.025,0.3455,0.0644,0.0,5
0.025,0.3433,0.0617,0.0004,5
0.025,0.3417,0.0685,0.0019,5
0.025,0.3421,0.07,0.0002,5
0.025,0.3377,0.0685,0.0,5
0.025,0.3325,0.0658,0.0,5
0.025,0.3311,0.0665,0.003,5
0.025,0.3341,0.0743,0.0002,5
0.025,0.334,0.0784,0.0,5
0.025,0.3272,0.0712,0.001,5
0.025,0.328,0.0768,0.0014,5
0.025,0.3238,0.0762,0.0003,5
0.025,0.3242,0.0765,0.0,5
0.025,0.3305,0.0851,0.0009,5
0.025,0.327,0.0829,0.0016,5
0.025,0.3293,0.0865,0.0037,5
0.025,0.3309,0.0901,0.0007,5
0.025,0.3264,0.0863,0.0,5
0.025,0.3281,0.0919,0.0004,5
0.025,0.3291,0.0977,0.0002,5
0.025,0.3327,0.103,0.0,5
0.025,0.334,0.1039,0.0,5
0.025,0.339,0.1082,0.0,5
0.025,0.3395,0.1085,0.0019,5
0.025,0.3402,0.1083,0.0,5
0.025,0.344,0.1138,0.0,5
0.025,0.3317,0.1001,0.0017,5
0.025,0.3388,0.1105,0.0,5
0.025,0.3474,0.1204,0.0,5
0.025,0.352,0.1278,0.0016,5
0.025,0.3459,0.1212,0.0,5
0.025,0.3563,0.1324,0.0016,5
0.025,0.3587,0.1367,0.0015,5
0.025,0.3645,0.1453,0.0,5
0.025,0.3589,0.1403,0.0,5
0.025,0.3602,0.1434,0.0002,5
0.025,0.3596,0.1412,0.0011,5
0.025,0.3679,0.1518,0.0,5
0.025,0.3732,0.1597,0.0002,5
0.025,0.3763,0.1588,0.0,5
0.025,0.3693,0.1543,0.002,5
0.025,0.3801,0.1637,0.0,5
0.025,0.3912,0.1747,0.0006,5
0.025,0.3879,0.1695,0.0004,5
0.025,0.3914,0.1741,0.0,5
0.025,0.3932,0.1748,0.0,5
0.025,0.4007,0.1824,0.0011,5
0.025,0.4113,0.1954,0.0005,5
0.025,0.4154,0.1993,0.0,5
0.025,0.4121,0.1912,0.0012,5
0.025,0.4116,0.1912,0.0012,5
0.025,0.4097,0.1918,0.0,5
0.025,0.4222,0.2033,0.0,5
0.03,0.9,0.45,0.3,0
0.03,0.8757,0.4375,0.2897,0
0.03,0.8509,0.4247,0.2762,0
0.03,0.8275,0.4112,0.2631,0
0.03,0.8025,0.3971,0.2418,0
0.03,0.7771,0.3815,0.2097,0
0.03,0.7445,0.3619,0.1437,0
0.03,0.6839,0.3277,0.0,0
0.03,0.5992,0.2818,0.0,0
0.03,0.566,0.2619,0.0001,0
0.03,0.5536,0.2546,0.0041,0
0.03,0.5261,0.2368,0.0,0
0.03,0.5007,0.2197,0.0,0
0.03,0.4776,0.2045,0.0085,0
0.03,0.4539,0.1879,0.0177,0
0.03,0.4262,0.1707,0.004,0
0.03,0.4003,0.1526,0.0057,0
0.03,0.3726,0.1341,0.0,0
0.03,0.3489,0.1194,0.0155,0
0.03,0.321,0.1003,0.0077,0
0.03,0.3116,0.093,0.0108,0
0.03,0.2848,0.0742,0.0145,0
0.03,0.2562,0.0556,0.0091,0
0.03,0.228,0.0371,0.0072,0
0.03,0.2003,0.0187,0.0111,0
0.03,0.1731,0.0028,0.0195,0
0.03,0.1444,0.0,0.0202,0
0.03,0.1172,0.0,0.0219,0
0.03,0.0908,0.0004,0.0277,0
0.03,0.0651,0.0001,0.0291,0
0.03,0.0538,0.0004,0.0184,0
0.03,0.0327,0.0,0.0299,0
0.03,0.0139,0.0004,0.018,0
0.03,0.0001,0.0,0.0017,0
0.03,0.0005,0.0,0.0028,0
0.03,0.0007,0.0,0.0042,0
0.03,0.0004,0.0004,0.0034,0
0.03,0.0002,0.0002,0.0002,0
0.03,0.0005,0.0,0.0014,0
0.03,0.0008,0.0,0.0048,0
0.03,0.001,0.0,0.0077,0
0.03,0.0,0.0,0.0,0
0.03,0.0001,0.0002,0.002,0
0.03,0.0004,0.0,0.0042,0
0.03,0.0004,0.0003,0.0009,0
0.03,0.0,0.0,0.0005,0
0.03,0.0014,0.0012,0.0076,0
0.03,0.0004,0.0003,0.0023,0
0.03,0.0002,0.0,0.0037,0
0.03,0.0003,0.0002,0.0036,0
0.03,0.001,0.0,0.0086,0
0.03,0.001,0.0,0.0091,0
0.03,0.002,0.0007,0.0138,0
0.03,0.0,0.0,0.0037,0
0.03,0.0003,0.0,0.0028,0
0.03,0.0022,0.0,0.017,0
0.03,0.0009,0.0,0.0134,0
0.03,0.0019,0.0,0.0168,0
0.03,0.0007,0.0004,0.0088,0
0.03,0.0001,0.0,0.0044,0
0.03,0.0005,0.0,0.0131,0
0.03,0.0008,0.0009,0.0069,0
0.03,0.0009,0.0007,0.0078,0
0.03,0.0003,0.0,0.0081,0
0.03,0.0008,0.0,0.0157,0
0.03,0.002,0.0,0.0246,0
0.03,0.0009,0.0,0.0155,0
0.03,0.0004,0.0005,0.0079,0
0.03,0.002,0.0004,0.0216,0
0.03,0.0005,0.0005,0.0013,0
0.03,0.001,0.0007,0.0083,0
0.03,0.0012,0.0,0.0109,0
0.03,0.0,0.0,0.0165,0
0.03,0.0012,0.0,0.0242,0
0.03,0.0006,0.0003,0.02,0
0.03,0.0019,0.0005,0.0324,0
0.03,0.0004,0.0,0.0289,0
0.03,0.0006,0.0,0.0336,0
0.03,0.0012,0.0,0.0247,0
0.03,0.0001,0.0,0.0242,0
0.03,0.0006,0.0005,0.027,0
0.03,0.0002,0.0,0.0169,0
0.03,0.0007,0.0003,0.029,0
0.03,0.0011,0.0,0.0339,0
0.03,0.0,0.0,0.0382,0
0.03,0.0002,0.0,0.036,0
0.03,0.0,0.0,0.0298,0
0.03,0.0012,0.0011,0.0359,0
0.03,0.0,0.0,0.0395,0
0.03,0.0002,0.0006,0.0443,0
0.03,0.0012,0.0003,0.0477,0
0.03,0.0006,0.0002,0.059,0
0.03,0.0001,0.0,0.052,0
0.03,0.0003,0.0,0.0602,0
0.03,0.0,0.0002,0.0674,0
0.03,0.0,0.0,0.0688,0
0.03,0.0001,0.0,0.0605,0
0.03,0.001,0.0003,0.0708,0
0.03,0.0005,0.0001,0.0658,0
0.03,0.0008,0.0014,0.073,0
0.03,0.65,0.9,0.6,1
0.03,0.6337,0.87,0.5855,1
0.03,0.6123,0.8367,0.5709,1
0.03,0.578,0.7952,0.5545,1
0.03,0.5001,0.7317,0.5238,1
0.03,0.4197,0.6705,0.4919,1
0.03,0.3899,0.642,0.4721,1
0.03,0.3732,0.6187,0.4519,1
0.03,0.3539,0.5946,0.4319,1
0.03,0.3416,0.573,0.4115,1
0.03,0.3386,0.5662,0.4038,1
0.03,0.3233,0.5438,0.3841,1
0.03,0.3103,0.5233,0.3638,1
0.03,0.3008,0.5041,0.342,1
0.03,0.2871,0.484,0.3214,1
0.03,0.2723,0.4614,0.3011,1
0.03,0.263,0.4434,0.2798,1
0.03,0.2472,0.4217,0.2587,1
0.03,0.2381,0.4028,0.2383,1
0.03,0.2232,0.3813,0.218,1
0.03,0.2205,0.3742,0.2113,1
0.03,0.2074,0.3534,0.1894,1
0.03,0.1913,0.3317,0.1672,1
0.03,0.1775,0.3106,0.1457,1
0.03,0.1655,0.2898,0.1239,1
0.03,0.1539,0.2699,0.1012,1
0.03,0.142,0.2483,0.0807,1
0.03,0.1283,0.2255,0.0575,1
0.03,0.112,0.2002,0.035,1
0.03,0.099,0.1764,0.014,1
0.03,0.0909,0.1657,0.0055,1
0.03,0.0804,0.1421,0.0,1
0.03,0.0663,0.1162,0.0,1
0.03,0.0529,0.0913,0.0,1
0.03,0.0373,0.0658,0.0,1
0.03,0.0264,0.0418,0.0,1
0.03,0.0149,0.0181,0.0009,1
0.03,0.0,0.0,0.0,1
0.03,0.0004,0.0,0.0,1
0.03,0.0005,0.0,0.0002,1
0.03,0.0002,0.0002,0.0,1
0.03,0.0003,0.0001,0.0,1
0.03,0.0002,0.0,0.0,1
0.03,0.0006,0.0001,0.0,1
0.03,0.0,0.0002,0.0,1
0.03,0.0002,0.0001,0.0,1
0.03,0.0003,0.0,0.0,1
0.03,0.0,0.0,0.0,1
0.03,0.0,0.0,0.0,1
0.03,0.0,0.0,0.0,1
0.03,0.0001,0.0,0.0,1
0.03,0.0,0.0,0.0003,1
0.03,0.0002,0.0003,0.0,1
0.03,0.0001,0.0,0.0004,1
0.03,0.0004,0.0001,0.0,1
0.03,0.0002,0.0,0.0,1
0.03,0.0003,0.0004,0.0,1
0.03,0.0,0.0,0.0,1
0.03,0.0,0.0,0.0,1
0.03,0.0012,0.0001,0.0007,1
0.03,0.0004,0.0004,0.0002,1
0.03,0.0002,0.0001,0.0003,1
0.03,0.0001,0.0001,0.0004,1
0.03,0.0,0.0,0.0,1
0.03,0.0003,0.0,0.0001,1
0.03,0.0002,0.0,0.0,1
0.03,0.0,0.0,0.0,1
0.03,0.0,0.0,0.0,1
0.03,0.0001,0.0,0.0,1
0.03,0.0,0.0,0.0,1
0.03,0.0,0.0,0.0,1
0.03,0.0001,0.0,0.0001,1
0.03,0.0,0.0,0.0,1
0.03,0.0002,0.0,0.0,1
0.03,0.0,0.0,0.0,1
0.03,0.0001,0.0001,0.0,1
0.03,0.0002,0.0,0.0002,1
0.03,0.0001,0.0,0.0002,1
0.03,0.0008,0.0002,0.0006,1
0.03,0.0001,0.0,0.0005,1
0.03,0.0006,0.0002,0.0,1
0.03,0.0004,0.0001,0.0006,1
0.03,0.0,0.0,0.0,1
0.03,0.0,0.0,0.0,1
0.03,0.0,0.0,0.0,1
0.03,0.0,0.0,0.0,1
0.03,0.0,0.0,0.0,1
0.03,0.0004,0.0001,0.0014,1
0.03,0.0001,0.0,0.0,1
0.03,0.0003,0.0,0.0003,1
0.03,0.0002,0.0,0.0,1
0.03,0.0005,0.0002,0.0005,1
0.03,0.0013,0.0005,0.0014,1
0.03,0.0009,0.0004,0.0003,1
0.03,0.0002,0.0,0.0008,1
0.03,0.0001,0.0,0.0,1
0.03,0.0002,0.0002,0.0,1
0.03,0.0,0.0,0.0,1
0.03,0.0003,0.0,0.0,1
0.03,0.0,0.0,0.0,1
0.03,0.9,0.0,0.3,2
0.03,0.8733,0.0007,0.2947,2
0.03,0.8463,0.0001,0.2816,2
0.03,0.8186,0.0,0.265,2
0.03,0.7888,0.0,0.2402,2
0.03,0.7497,0.0,0.1858,2
0.03,0.6968,0.0,0.0794,2
0.03,0.6476,0.0,0.0099,2
0.03,0.6086,0.0,0.0,2
0.03,0.5716,0.0,0.0016,2
0.03,0.5578,0.0,0.0011,2
0.03,0.5233,0.0002,0.0023,2
0.03,0.4891,0.0,0.0037,2
0.03,0.4545,0.0,0.0023,2
0.03,0.422,0.0008,0.0027,2
0.03,0.3885,0.0002,0.0028,2
0.03,0.3554,0.0,0.0,2
0.03,0.321,0.0,0.0,2
0.03,0.2886,0.0001,0.0017,2
0.03,0.2572,0.0044,0.0046,2
0.03,0.2453,0.0051,0.0035,2
0.03,0.2137,0.003,0.0069,2
0.03,0.1831,0.0028,0.0037,2
0.03,0.1498,0.0,0.0017,2
0.03,0.1198,0.0066,0.0026,2
0.03,0.0877,0.0019,0.001,2
0.03,0.0575,0.006,0.0019,2
0.03,0.026,0.0,0.001,2
0.03,0.0,0.0,0.0,2
0.03,0.0001,0.0,0.0027,2
0.03,0.0,0.0007,0.0005,2
0.03,0.0,0.0006,0.0,2
0.03,0.0002,0.0001,0.001,2
0.03,0.0003,0.0011,0.0015,2
0.03,0.0,0.0005,0.0003,2
0.03,0.0,0.0004,0.0,2
0.03,0.0,0.001,0.0,2
0.03,0.0002,0.0011,0.0018,2
0.03,0.0,0.0001,0.0009,2
0.03,0.0001,0.0,0.0011,2
0.03,0.0003,0.0008,0.0025,2
0.03,0.0,0.0008,0.0,2
0.03,0.0005,0.0018,0.0035,2
0.03,0.0,0.0001,0.0,2
0.03,0.0003,0.002,0.0013,2
0.03,0.0001,0.0005,0.0018,2
0.03,0.0,0.0011,0.0,2
0.03,0.0001,0.0,0.0015,2
0.03,0.0,0.0,0.0001,2
0.03,0.0005,0.0008,0.0034,2
0.03,0.0,0.0,0.0011,2
0.03,0.0001,0.0002,0.0013,2
0.03,0.0002,0.0011,0.0002,2
0.03,0.0002,0.0014,0.0018,2
0.03,0.0001,0.0002,0.0013,2
0.03,0.0,0.0,0.0001,2
0.03,0.0001,0.0012,0.0003,2
0.03,0.0,0.0,0.0002,2
0.03,0.0,0.0018,0.0,2
0.03,0.0001,0.0013,0.0021,2
0.03,0.0001,0.0011,0.0002,2
0.03,0.0,0.0001,0.0,2
0.03,0.0,0.0,0.0,2
0.03,0.0006,0.0017,0.0046,2
0.03,0.0002,0.0001,0.0027,2
0.03,0.0,0.0,0.0001,2
0.03,0.0001,0.0012,0.0,2
0.03,0.0007,0.0013,0.0053,2
0.03,0.0,0.0,0.0011,2
0.03,0.0,0.0,0.0004,2
0.03,0.0,0.0,0.0,2
0.03,0.0002,0.0004,0.0003,2
0.03,0.0,0.0004,0.0,2
0.03,0.0,0.0,0.0,2
0.03,0.0005,0.0025,0.0039,2
0.03,0.0,0.0,0.0008,2
0.03,0.0005,0.0021,0.0022,2
0.03,0.0,0.0,0.0011,2
0.03,0.0002,0.0007,0.0028,2
0.03,0.0,0.0003,0.0004,2
0.03,0.0,0.0016,0.0001,2
0.03,0.0,0.0004,0.0,2
0.03,0.0003,0.0,0.0022,2
0.03,0.0004,0.0024,0.0022,2
0.03,0.0,0.0,0.0,2
0.03,0.0,0.0002,0.0,2
0.03,0.0007,0.0005,0.0066,2
0.03,0.0002,0.0015,0.0011,2
0.03,0.0004,0.0006,0.004,2
0.03,0.0002,0.0006,0.0009,2
0.03,0.0003,0.0028,0.0003,2
0.03,0.0001,0.0007,0.0008,2
0.03,0.0,0.0007,0.0003,2
0.03,0.0,0.0,0.0007,2
0.03,0.0,0.0,0.0009,2
0.03,0.0001,0.001,0.0,2
0.03,0.0001,0.0004,0.0019,2
0.03,0.0,0.0001,0.0,2
0.03,0.0003,0.0017,0.0021,2
0.03,0.0002,0.0,0.0019,2
0.03,0.7,0.2,0.2,3
0.03,0.6766,0.192,0.1925,3
0.03,0.6508,0.1836,0.1839,3
0.03,0.6246,0.1743,0.1723,3
0.03,0.5969,0.1636,0.1564,3
0.03,0.5666,0.1498,0.1334,3
0.03,0.5272,0.12,0.0833,3
0.03,0.458,0.0383,0.0,3
0.03,0.365,0.0,0.0,3
0.03,0.3028,0.0,0.0,3
0.03,0.2835,0.0004,0.0012,3
0.03,0.2394,0.0004,0.0009,3
0.03,0.1966,0.0045,0.0075,3
0.03,0.1577,0.0041,0.0113,3
0.03,0.1185,0.0055,0.0149,3
0.03,0.0804,0.0049,0.0213,3
0.03,0.0475,0.013,0.0337,3
0.03,0.0206,0.0143,0.0357,3
0.03,0.0067,0.0186,0.0398,3
0.03,0.0,0.006,0.0193,3
0.03,0.0,0.0092,0.0229,3
0.03,0.0,0.0113,0.026,3
0.03,0.0,0.0133,0.0301,3
0.03,0.0,0.0067,0.0193,3
0.03,0.0001,0.0111,0.0249,3
0.03,0.0,0.0184,0.0387,3
0.03,0.0,0.0091,0.0303,3
0.03,0.0004,0.019,0.0474,3
0.03,0.0,0.0185,0.048,3
0.03,0.0008,0.023,0.0566,3
0.03,0.0,0.0201,0.0544,3
0.03,0.001,0.0213,0.0572,3
0.03,0.0,0.0241,0.0631,3
0.03,0.0009,0.0341,0.0798,3
0.03,0.0,0.0334,0.083,3
0.03,0.0002,0.0337,0.0887,3
0.03,0.0005,0.042,0.1051,3
0.03,0.0005,0.0425,0.1082,3
0.03,0.0001,0.0405,0.1107,3
0.03,0.0,0.0386,0.1099,3
0.03,0.0,0.0416,0.1138,3
0.03,0.0,0.0484,0.1259,3
0.03,0.0,0.0519,0.1354,3
0.03,0.0,0.0538,0.1429,3
0.03,0.0,0.0505,0.14,3
0.03,0.0,0.053,0.1405,3
0.03,0.0004,0.0601,0.1533,3
0.03,0.0001,0.0663,0.1685,3
0.03,0.0,0.0658,0.1667,3
0.03,0.0002,0.0666,0.1715,3
0.03,0.0,0.0681,0.1753,3
0.03,0.0001,0.0701,0.1801,3
0.03,0.0,0.078,0.1905,3
0.03,0.0005,0.0702,0.1809,3
0.03,0.0003,0.0786,0.1939,3
0.03,0.0,0.0813,0.1992,3
0.03,0.0001,0.0803,0.2002,3
0.03,0.0,0.0824,0.2058,3
0.03,0.0,0.0849,0.2087,3
0.03,0.0007,0.0908,0.217,3
0.03,0.0001,0.0905,0.2204,3
0.03,0.0,0.0948,0.2242,3
0.03,0.0002,0.0928,0.2256,3
0.03,0.0,0.0941,0.226,3
0.03,0.0001,0.0982,0.2333,3
0.03,0.0,0.0992,0.2254,3
0.03,0.0004,0.1054,0.2347,3
0.03,0.0002,0.1022,0.2327,3
0.03,0.0,0.1011,0.2268,3
0.03,0.0005,0.1081,0.2396,3
0.03,0.0,0.1098,0.2421,3
0.03,0.0,0.117,0.2508,3
0.03,0.0001,0.1155,0.2465,3
0.03,0.0,0.11,0.2415,3
0.03,0.0016,0.1204,0.2569,3
0.03,0.0,0.1267,0.2579,3
0.03,0.0006,0.1293,0.2611,3
0.03,0.0,0.1297,0.2606,3
0.03,0.0,0.1291,0.2575,3
0.03,0.0,0.1261,0.2507,3
0.03,0.001,0.1234,0.2463,3
0.03,0.0,0.1343,0.2621,3
0.03,0.0003,0.1326,0.2576,3
0.03,0.0002,0.1366,0.2617,3
0.03,0.0,0.1372,0.2647,3
0.03,0.0004,0.1435,0.2678,3
0.03,0.0,0.1479,0.2723,3
0.03,0.0001,0.1429,0.2582,3
0.03,0.0,0.1463,0.2616,3
0.03,0.0001,0.1492,0.2683,3
0.03,0.0,0.1477,0.2658,3
0.03,0.0,0.1432,0.2575,3
0.03,0.0,0.1456,0.2679,3
0.03,0.0,0.1519,0.2699,3
0.03,0.0006,0.162,0.2841,3
0.03,0.0005,0.1615,0.2821,3
0.03,0.0,0.1567,0.2721,3
0.03,0.0,0.1533,0.2622,3
0.03,0.0003,0.1612,0.2714,3
0.03,0.0003,0.1595,0.2664,3
0.03,0.75,0.5,0.0,4
0.03,0.7227,0.4893,0.0059,4
0.03,0.6972,0.4756,0.0052,4
0.03,0.6713,0.4594,0.0014,4
0.03,0.6438,0.4385,0.0,4
0.03,0.6131,0.4077,0.0,4
0.03,0.569,0.3493,0.0,4
0.03,0.4934,0.2419,0.0,4
0.03,0.4278,0.1631,0.0016,4
0.03,0.3862,0.1384,0.0036,4
0.03,0.3734,0.1346,0.0069,4
0.03,0.3387,0.126,0.0138,4
0.03,0.3057,0.1184,0.0199,4
0.03,0.2736,0.1088,0.0217,4
0.03,0.2431,0.102,0.0292,4
0.03,0.213,0.0957,0.038,4
0.03,0.1841,0.0858,0.04,4
0.03,0.1585,0.0823,0.0515,4
0.03,0.1375,0.0844,0.0733,4
0.03,0.1171,0.0805,0.0846,4
0.03,0.1087,0.0759,0.0827,4
0.03,0.0896,0.0728,0.0897,4
0.03,0.0724,0.0642,0.0914,4
0.03,0.0597,0.0612,0.0949,4
0.03,0.0492,0.0608,0.1056,4
0.03,0.0411,0.0539,0.0993,4
0.03,0.0358,0.0553,0.1072,4
0.03,0.0315,0.0567,0.1193,4
0.03,0.0283,0.0552,0.1223,4
0.03,0.027,0.0603,0.1363,4
0.03,0.0259,0.0596,0.1375,4
0.03,0.0224,0.0586,0.1438,4
0.03,0.0208,0.0582,0.1414,4
0.03,0.021,0.0634,0.1533,4
0.03,0.0198,0.0626,0.1531,4
0.03,0.0215,0.0692,0.1746,4
0.03,0.0187,0.0636,0.1667,4
0.03,0.0186,0.0649,0.1742,4
0.03,0.0196,0.0691,0.1831,4
0.03,0.0196,0.0686,0.1813,4
0.03,0.0205,0.0726,0.19,4
0.03,0.0198,0.071,0.1898,4
0.03,0.0198,0.0731,0.1961,4
0.03,0.0185,0.0723,0.1981,4
0.03,0.0206,0.0806,0.2175,4
0.03,0.0216,0.0805,0.2175,4
0.03,0.0227,0.0822,0.2197,4
0.03,0.0216,0.0809,0.2164,4
0.03,0.0218,0.0824,0.2188,4
0.03,0.0235,0.0916,0.2381,4
0.03,0.0218,0.0861,0.2242,4
0.03,0.0234,0.092,0.2382,4
0.03,0.0231,0.0941,0.2393,4
0.03,0.0221,0.0916,0.2329,4
0.03,0.0236,0.0978,0.2424,4
0.03,0.0231,0.0965,0.2448,4
0.03,0.024,0.1003,0.2472,4
0.03,0.0247,0.1011,0.2503,4
0.03,0.0231,0.102,0.2486,4
0.03,0.023,0.1044,0.2483,4
0.03,0.0235,0.1071,0.2554,4
0.03,0.0243,0.1071,0.2469,4
0.03,0.0263,0.1181,0.2657,4
0.03,0.0262,0.1233,0.2728,4
0.03,0.0245,0.1213,0.264,4
0.03,0.0236,0.1189,0.2568,4
0.03,0.0242,0.1225,0.2645,4
0.03,0.0253,0.1255,0.2694,4
0.03,0.0243,0.1222,0.26,4
0.03,0.0244,0.1223,0.2556,4
0.03,0.0259,0.1256,0.2602,4
0.03,0.0254,0.1267,0.2601,4
0.03,0.0269,0.131,0.2617,4
0.03,0.0282,0.1336,0.2633,4
0.03,0.0277,0.1371,0.2684,4
0.03,0.0267,0.1388,0.2652,4
0.03,0.0266,0.1375,0.2616,4
0.03,0.0282,0.1428,0.2741,4
0.03,0.0288,0.1469,0.2778,4
0.03,0.0283,0.1474,0.2717,4
0.03,0.0282,0.1477,0.2711,4
0.03,0.03,0.1504,0.2698,4
0.03,0.0286,0.1438,0.2634,4
0.03,0.03,0.1509,0.2699,4
0.03,0.0298,0.1524,0.2721,4
0.03,0.0296,0.1548,0.2651,4
0.03,0.0296,0.1586,0.2739,4
0.03,0.0296,0.1622,0.2802,4
0.03,0.029,0.1629,0.286,4
0.03,0.0292,0.1645,0.2814,4
0.03,0.0301,0.1645,0.2762,4
0.03,0.0294,0.1593,0.2643,4
0.03,0.0298,0.158,0.2641,4
0.03,0.0336,0.1682,0.2738,4
0.03,0.0349,0.1782,0.2822,4
0.03,0.0322,0.1665,0.2616,4
0.03,0.0333,0.1724,0.2732,4
0.03,0.0336,0.1768,0.2785,4
0.03,0.0322,0.1727,0.2702,4
0.03,0.0332,0.1778,0.2747,4
0.03,0.15,0.35,0.65,5
0.03,0.1401,0.3338,0.6177,5
0.03,0.1209,0.311,0.5769,5
0.03,0.0833,0.2682,0.5346,5
0.03,0.0,0.1818,0.4337,5
0.03,0.0,0.0002,0.1947,5
0.03,0.0,0.0,0.084,5
0.03,0.0006,0.0009,0.0125,5
0.03,0.0,0.0,0.0,5
0.03,0.0061,0.0041,0.0,5
0.03,0.0,0.0006,0.0017,5
0.03,0.0005,0.0004,0.0,5
0.03,0.0068,0.0054,0.0,5
0.03,0.0011,0.0009,0.0,5
0.03,0.0014,0.001,0.0,5
0.03,0.0008,0.0041,0.0,5
0.03,0.0006,0.0014,0.0003,5
0.03,0.0021,0.0016,0.0003,5
0.03,0.0021,0.002,0.0,5
0.03,0.0,0.0,0.0005,5
0.03,0.0,0.0,0.0001,5
0.03,0.0011,0.0012,0.0002,5
0.03,0.0026,0.0037,0.0,5
0.03,0.0022,0.0016,0.0,5
0.03,0.0001,0.001,0.0,5
0.03,0.0006,0.0017,0.0006,5
0.03,0.0023,0.0021,0.0,5
0.03,0.0074,0.0063,0.0,5
0.03,0.0031,0.0037,0.0,5
0.03,0.0,0.0,0.0,5
0.03,0.0002,0.0018,0.0,5
0.03,0.0036,0.0033,0.0006,5
0.03,0.0,0.0,0.0,5
0.03,0.0,0.0007,0.0003,5
0.03,0.0007,0.0005,0.0,5
0.03,0.007,0.0067,0.004,5
0.03,0.0,0.0015,0.0,5
0.03,0.0001,0.0017,0.0,5
0.03,0.001,0.0011,0.0011,5
